ctryname,cowcode2,politycode,un_region_name,un_continent_name,ehead,leaderspellreg,democracy,regime,start_year,duration,observed
Slovenia,349,349.0,Southern Europe,Europe,Anton Rop,Anton Rop.Slovenia.2002.2002.Mixed Dem,Democracy,Mixed Dem,2002,1,1
Slovenia,349,349.0,Southern Europe,Europe,Anton Rop,Anton Rop.Slovenia.2003.2003.Parliamentary Dem,Democracy,Parliamentary Dem,2003,1,1
Slovenia,349,349.0,Southern Europe,Europe,Janez Jansa,Janez Jansa.Slovenia.2004.2007.Parliamentary Dem,Democracy,Parliamentary Dem,2004,4,1
Slovenia,349,349.0,Southern Europe,Europe,Borut Pahor,Borut Pahor.Slovenia.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,1,0
Solomon Islands,940,940.0,Melanesia,Oceania,Peter Kenilorea,Peter Kenilorea.Solomon Islands.1978.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1978,3,1
Solomon Islands,940,940.0,Melanesia,Oceania,Solomon Mamaloni,Solomon Mamaloni.Solomon Islands.1981.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1981,3,1
Solomon Islands,940,940.0,Melanesia,Oceania,Peter Kenilorea,Peter Kenilorea.Solomon Islands.1984.1985.Parliamentary Dem,Democracy,Parliamentary Dem,1984,2,1
Solomon Islands,940,940.0,Melanesia,Oceania,Ezekiel Alebua,Ezekiel Alebua.Solomon Islands.1986.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1986,3,1
Solomon Islands,940,940.0,Melanesia,Oceania,Solomon Mamaloni,Solomon Mamaloni.Solomon Islands.1989.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1989,4,1
Solomon Islands,940,940.0,Melanesia,Oceania,Francis Billy Hilly,Francis Billy Hilly.Solomon Islands.1993.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1993,4,1
Solomon Islands,940,940.0,Melanesia,Oceania,Bartholomew Ulufa'alu,Bartholomew Ulufa'alu.Solomon Islands.1997.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1997,3,1
Solomon Islands,940,940.0,Melanesia,Oceania,Mannasseh Sogavare,Mannasseh Sogavare.Solomon Islands.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,1,1
Solomon Islands,940,940.0,Melanesia,Oceania,Allan Kemakeza,Allan Kemakeza.Solomon Islands.2001.2005.Parliamentary Dem,Democracy,Parliamentary Dem,2001,5,1
Solomon Islands,940,940.0,Melanesia,Oceania,Manasseh Damukana Sogavare,Manasseh Damukana Sogavare.Solomon Islands.2006.2006.Parliamentary Dem,Democracy,Parliamentary Dem,2006,1,1
Solomon Islands,940,940.0,Melanesia,Oceania,Derek Sikua,Derek Sikua.Solomon Islands.2007.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2007,2,0
Somalia,520,520.0,Eastern Africa,Africa,Abdirashid Shermarke,Abdirashid Shermarke.Somalia.1960.1963.Parliamentary Dem,Democracy,Parliamentary Dem,1960,4,0
Somalia,520,520.0,Eastern Africa,Africa,Abdirizak Hussain,Abdirizak Hussain.Somalia.1964.1966.Parliamentary Dem,Democracy,Parliamentary Dem,1964,3,1
Somalia,520,520.0,Eastern Africa,Africa,Mohammed Egal,Mohammed Egal.Somalia.1967.1968.Parliamentary Dem,Democracy,Parliamentary Dem,1967,2,1
Somalia,520,520.0,Eastern Africa,Africa,Mohammed Siyad Barreh,Mohammed Siyad Barreh.Somalia.1969.1990.Military Dict,Non-democracy,Military Dict,1969,22,1
Somalia,520,520.0,Eastern Africa,Africa,Ali Mahdi Muhammad,Ali Mahdi Muhammad.Somalia.1991.1996.Civilian Dict,Non-democracy,Civilian Dict,1991,6,1
Somalia,520,520.0,Eastern Africa,Africa,"Five person collective chairmanship of National Salvation Council including previous president, Ali Mahdi Muhammad, Osman Hassan Ali Ato, Abdulkadir Muhammad Aden Zoppo, Abdullahi Yussuf Ahmad, and Aden Abdullahi Nur Gabiyow","Five person collective chairmanship of National Salvation Council including previous president, Ali Mahdi Muhammad, Osman Hassan Ali Ato, Abdulkadir Muhammad Aden Zoppo, Abdullahi Yussuf Ahmad, and Aden Abdullahi Nur Gabiyow.Somalia.1997.1999.Civilian Dict",Non-democracy,Civilian Dict,1997,3,1
Somalia,520,520.0,Eastern Africa,Africa,Abdiqassim Salad Hassan,Abdiqassim Salad Hassan.Somalia.2000.2003.Civilian Dict,Non-democracy,Civilian Dict,2000,4,1
Somalia,520,520.0,Eastern Africa,Africa,Abdullahi Yussuf Ahmad,Abdullahi Yussuf Ahmad.Somalia.2004.2006.Civilian Dict,Non-democracy,Civilian Dict,2004,3,1
Somalia,520,520.0,Eastern Africa,Africa,Aden Muhammad Nur Madobe,Aden Muhammad Nur Madobe.Somalia.2007.2008.Civilian Dict,Non-democracy,Civilian Dict,2007,2,0
South Africa,560,560.0,Southern Africa,Africa,Jan Christian Smuts,Jan Christian Smuts.South Africa.1946.1947.Civilian Dict,Non-democracy,Civilian Dict,1946,2,1
South Africa,560,560.0,Southern Africa,Africa,Daniel Malan,Daniel Malan.South Africa.1948.1953.Civilian Dict,Non-democracy,Civilian Dict,1948,6,1
South Africa,560,560.0,Southern Africa,Africa,Johannes Strijdom,Johannes Strijdom.South Africa.1954.1957.Civilian Dict,Non-democracy,Civilian Dict,1954,4,0
South Africa,560,560.0,Southern Africa,Africa,Hendrik Verwoerd,Hendrik Verwoerd.South Africa.1958.1965.Civilian Dict,Non-democracy,Civilian Dict,1958,8,0
South Africa,560,560.0,Southern Africa,Africa,B. Johannes Vorster,B. Johannes Vorster.South Africa.1966.1977.Civilian Dict,Non-democracy,Civilian Dict,1966,12,1
South Africa,560,560.0,Southern Africa,Africa,Pieter Botha,Pieter Botha.South Africa.1978.1988.Civilian Dict,Non-democracy,Civilian Dict,1978,11,1
South Africa,560,560.0,Southern Africa,Africa,Frederik de Klerk,Frederik de Klerk.South Africa.1989.1993.Civilian Dict,Non-democracy,Civilian Dict,1989,5,1
South Africa,560,560.0,Southern Africa,Africa,Nelson Mandela,Nelson Mandela.South Africa.1994.1998.Civilian Dict,Non-democracy,Civilian Dict,1994,5,1
South Africa,560,560.0,Southern Africa,Africa,Thabo Mbeki,Thabo Mbeki.South Africa.1999.2007.Civilian Dict,Non-democracy,Civilian Dict,1999,9,1
South Africa,560,560.0,Southern Africa,Africa,Kgalema Petrus Motlanthe,Kgalema Petrus Motlanthe.South Africa.2008.2008.Civilian Dict,Non-democracy,Civilian Dict,2008,1,0
South Korea,732,732.0,Eastern Asia,Asia,Syngman Rhee,Syngman Rhee.South Korea.1948.1959.Civilian Dict,Non-democracy,Civilian Dict,1948,12,1
South Korea,732,732.0,Eastern Asia,Asia,John Myun Chang,John Myun Chang.South Korea.1960.1960.Parliamentary Dem,Democracy,Parliamentary Dem,1960,1,1
South Korea,732,732.0,Eastern Asia,Asia,Park Chung Hee,Park Chung Hee.South Korea.1961.1978.Military Dict,Non-democracy,Military Dict,1961,18,0
South Korea,732,732.0,Eastern Asia,Asia,Chun Doo Hwan,Chun Doo Hwan.South Korea.1979.1987.Military Dict,Non-democracy,Military Dict,1979,9,1
South Korea,732,732.0,Eastern Asia,Asia,Roh Tae Woo,Roh Tae Woo.South Korea.1988.1992.Presidential Dem,Democracy,Presidential Dem,1988,5,1
South Korea,732,732.0,Eastern Asia,Asia,Kim Young Sam,Kim Young Sam.South Korea.1993.1997.Presidential Dem,Democracy,Presidential Dem,1993,5,1
South Korea,732,732.0,Eastern Asia,Asia,Kim Dae Jung,Kim Dae Jung.South Korea.1998.2002.Presidential Dem,Democracy,Presidential Dem,1998,5,1
South Korea,732,732.0,Eastern Asia,Asia,Roh Moo Hyun,Roh Moo Hyun.South Korea.2003.2007.Presidential Dem,Democracy,Presidential Dem,2003,5,1
South Korea,732,732.0,Eastern Asia,Asia,Lee Myung Bak,Lee Myung Bak.South Korea.2008.2008.Presidential Dem,Democracy,Presidential Dem,2008,1,1
Spain,230,230.0,Southern Europe,Europe,Francisco Franco y Bahamonde,Francisco Franco y Bahamonde.Spain.1946.1974.Military Dict,Non-democracy,Military Dict,1946,29,0
Spain,230,230.0,Southern Europe,Europe,Carlos Arias Navarro,Carlos Arias Navarro.Spain.1975.1975.Civilian Dict,Non-democracy,Civilian Dict,1975,1,1
Spain,230,230.0,Southern Europe,Europe,Adolfo Suarez Gonzalez,Adolfo Suarez Gonzalez.Spain.1976.1976.Civilian Dict,Non-democracy,Civilian Dict,1976,1,1
Spain,230,230.0,Southern Europe,Europe,Adolfo Suarez Gonzalez,Adolfo Suarez Gonzalez.Spain.1977.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1977,4,1
Spain,230,230.0,Southern Europe,Europe,Leopoldo Calvo-Sotelo y Bustelo,Leopoldo Calvo-Sotelo y Bustelo.Spain.1981.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1981,1,1
Spain,230,230.0,Southern Europe,Europe,Felipe Gonzalez Marquez,Felipe Gonzalez Marquez.Spain.1982.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1982,14,1
Spain,230,230.0,Southern Europe,Europe,Jose Maria Aznar,Jose Maria Aznar.Spain.1996.2003.Parliamentary Dem,Democracy,Parliamentary Dem,1996,8,1
Spain,230,230.0,Southern Europe,Europe,Josï¿½ Luis Rodrï¿½guez Zapatero,Josï¿½ Luis Rodrï¿½guez Zapatero.Spain.2004.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2004,5,0
Sri Lanka,780,780.0,Southern Asia,Asia,Don Stephen Senanayake,Don Stephen Senanayake.Sri Lanka.1948.1951.Parliamentary Dem,Democracy,Parliamentary Dem,1948,4,0
Sri Lanka,780,780.0,Southern Asia,Asia,Dudley Shelton Senanayake,Dudley Shelton Senanayake.Sri Lanka.1952.1952.Parliamentary Dem,Democracy,Parliamentary Dem,1952,1,1
Sri Lanka,780,780.0,Southern Asia,Asia,John Lionel Kotelawala,John Lionel Kotelawala.Sri Lanka.1953.1955.Parliamentary Dem,Democracy,Parliamentary Dem,1953,3,1
Sri Lanka,780,780.0,Southern Asia,Asia,S.W.R.D. Bandaranaike,S.W.R.D. Bandaranaike.Sri Lanka.1956.1958.Parliamentary Dem,Democracy,Parliamentary Dem,1956,3,0
Sri Lanka,780,780.0,Southern Asia,Asia,Vijayananda Dahanayake,Vijayananda Dahanayake.Sri Lanka.1959.1959.Parliamentary Dem,Democracy,Parliamentary Dem,1959,1,1
Sri Lanka,780,780.0,Southern Asia,Asia,Sirimavo Bandaranaike,Sirimavo Bandaranaike.Sri Lanka.1960.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1960,5,1
Sri Lanka,780,780.0,Southern Asia,Asia,Dudley Shelton Senanayake,Dudley Shelton Senanayake.Sri Lanka.1965.1969.Parliamentary Dem,Democracy,Parliamentary Dem,1965,5,1
Sri Lanka,780,780.0,Southern Asia,Asia,Sirimavo Bandaranaike,Sirimavo Bandaranaike.Sri Lanka.1970.1976.Parliamentary Dem,Democracy,Parliamentary Dem,1970,7,1
Sri Lanka,780,780.0,Southern Asia,Asia,Junius Richard Jayawardene,Junius Richard Jayawardene.Sri Lanka.1977.1988.Civilian Dict,Non-democracy,Civilian Dict,1977,12,1
Sri Lanka,780,780.0,Southern Asia,Asia,Dingiri Banda Wijetunge,Dingiri Banda Wijetunge.Sri Lanka.1989.1992.Presidential Dem,Democracy,Presidential Dem,1989,4,1
Sri Lanka,780,780.0,Southern Asia,Asia,Ranil Wickremasinghe,Ranil Wickremasinghe.Sri Lanka.1993.1993.Presidential Dem,Democracy,Presidential Dem,1993,1,1
Sri Lanka,780,780.0,Southern Asia,Asia,Sirimavo Bandaranaike,Sirimavo Bandaranaike.Sri Lanka.1994.1999.Presidential Dem,Democracy,Presidential Dem,1994,6,0
Sri Lanka,780,780.0,Southern Asia,Asia,Ratnasiri Wickremanayake,Ratnasiri Wickremanayake.Sri Lanka.2000.2000.Presidential Dem,Democracy,Presidential Dem,2000,1,1
Sri Lanka,780,780.0,Southern Asia,Asia,Ranil Wickremasinghe,Ranil Wickremasinghe.Sri Lanka.2001.2003.Presidential Dem,Democracy,Presidential Dem,2001,3,1
Sri Lanka,780,780.0,Southern Asia,Asia,Mahinda Rajapakse,Mahinda Rajapakse.Sri Lanka.2004.2004.Presidential Dem,Democracy,Presidential Dem,2004,1,1
Sri Lanka,780,780.0,Southern Asia,Asia,Ratnasiri Wickremanayake,Ratnasiri Wickremanayake.Sri Lanka.2005.2008.Presidential Dem,Democracy,Presidential Dem,2005,4,0
St. Kitts and Nevis,60,60.0,Caribbean,Americas,Kennedy Simmonds,Kennedy Simmonds.St. Kitts and Nevis.1983.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1983,12,1
St. Kitts and Nevis,60,60.0,Caribbean,Americas,Denzil Douglas,Denzil Douglas.St. Kitts and Nevis.1995.2008.Parliamentary Dem,Democracy,Parliamentary Dem,1995,14,0
St. Lucia,56,56.0,Caribbean,Americas,Allan Louisy,Allan Louisy.St. Lucia.1979.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1979,2,1
St. Lucia,56,56.0,Caribbean,Americas,Winston Francis Cenac,Winston Francis Cenac.St. Lucia.1981.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1981,1,1
St. Lucia,56,56.0,Caribbean,Americas,John Compton,John Compton.St. Lucia.1982.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1982,14,1
St. Lucia,56,56.0,Caribbean,Americas,Vaughan Allen Lewis,Vaughan Allen Lewis.St. Lucia.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1,1
St. Lucia,56,56.0,Caribbean,Americas,Kenny Anthony,Kenny Anthony.St. Lucia.1997.2005.Parliamentary Dem,Democracy,Parliamentary Dem,1997,9,1
St. Lucia,56,56.0,Caribbean,Americas,John Compton,John Compton.St. Lucia.2006.2006.Parliamentary Dem,Democracy,Parliamentary Dem,2006,1,1
St. Lucia,56,56.0,Caribbean,Americas,Stephenson King,Stephenson King.St. Lucia.2007.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2007,2,0
St. Vincent and the Grenadines,57,57.0,Caribbean,Americas,Milton Cato,Milton Cato.St. Vincent and the Grenadines.1979.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1979,5,1
St. Vincent and the Grenadines,57,57.0,Caribbean,Americas,James Fitz-Allen Mitchell,James Fitz-Allen Mitchell.St. Vincent and the Grenadines.1984.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1984,16,1
St. Vincent and the Grenadines,57,57.0,Caribbean,Americas,Arnhim Eustace,Arnhim Eustace.St. Vincent and the Grenadines.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,1,1
St. Vincent and the Grenadines,57,57.0,Caribbean,Americas,Ralph Gonsalves,Ralph Gonsalves.St. Vincent and the Grenadines.2001.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2001,8,0
Sudan,625,625.0,Northern Africa,Africa,Abdullah Khalil,Abdullah Khalil.Sudan.1956.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1956,2,1
Sudan,625,625.0,Northern Africa,Africa,Ibrahim Abboud,Ibrahim Abboud.Sudan.1958.1963.Military Dict,Non-democracy,Military Dict,1958,6,1
Sudan,625,625.0,Northern Africa,Africa,Sir al-Khatim al-Khalifah,Sir al-Khatim al-Khalifah.Sudan.1964.1964.Civilian Dict,Non-democracy,Civilian Dict,1964,1,1
Sudan,625,625.0,Northern Africa,Africa,Mohammed Mahgoub,Mohammed Mahgoub.Sudan.1965.1965.Parliamentary Dem,Democracy,Parliamentary Dem,1965,1,1
Sudan,625,625.0,Northern Africa,Africa,Sadiq al-Mahdi,Sadiq al-Mahdi.Sudan.1966.1966.Parliamentary Dem,Democracy,Parliamentary Dem,1966,1,1
Sudan,625,625.0,Northern Africa,Africa,Mohammed Mahgoub,Mohammed Mahgoub.Sudan.1967.1968.Parliamentary Dem,Democracy,Parliamentary Dem,1967,2,1
Sudan,625,625.0,Northern Africa,Africa,Jaafar el-Nemery,Jaafar el-Nemery.Sudan.1969.1984.Military Dict,Non-democracy,Military Dict,1969,16,1
Sudan,625,625.0,Northern Africa,Africa,Abdul Rahman Swareddabhab,Abdul Rahman Swareddabhab.Sudan.1985.1985.Military Dict,Non-democracy,Military Dict,1985,1,1
Sudan,625,625.0,Northern Africa,Africa,Sadiq al-Mahdi,Sadiq al-Mahdi.Sudan.1986.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1986,3,1
Sudan,625,625.0,Northern Africa,Africa,Omar Hassan Ahmad al-Bashir,Omar Hassan Ahmad al-Bashir.Sudan.1989.2008.Military Dict,Non-democracy,Military Dict,1989,20,0
Suriname,115,115.0,South America,Americas,Henck Arron,Henck Arron.Suriname.1975.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1975,5,1
Suriname,115,115.0,South America,Americas,Desi Bouterse,Desi Bouterse.Suriname.1980.1987.Military Dict,Non-democracy,Military Dict,1980,8,1
Suriname,115,115.0,South America,Americas,Ramsewak Shankar,Ramsewak Shankar.Suriname.1988.1989.Presidential Dem,Democracy,Presidential Dem,1988,2,1
Suriname,115,115.0,South America,Americas,Desi Bouterse,Desi Bouterse.Suriname.1990.1990.Military Dict,Non-democracy,Military Dict,1990,1,1
Suriname,115,115.0,South America,Americas,Ronald Venetiaan,Ronald Venetiaan.Suriname.1991.1995.Presidential Dem,Democracy,Presidential Dem,1991,5,1
Suriname,115,115.0,South America,Americas,Jules Albert Wijdenbosch,Jules Albert Wijdenbosch.Suriname.1996.1999.Presidential Dem,Democracy,Presidential Dem,1996,4,1
Suriname,115,115.0,South America,Americas,Ronald Venetiaan,Ronald Venetiaan.Suriname.2000.2008.Presidential Dem,Democracy,Presidential Dem,2000,9,0
Swaziland,572,572.0,Southern Africa,Africa,Sobhuza II,Sobhuza II.Swaziland.1968.1981.Monarchy,Non-democracy,Monarchy,1968,14,0
Swaziland,572,572.0,Southern Africa,Africa,Queen Dzeliwe,Queen Dzeliwe.Swaziland.1982.1982.Monarchy,Non-democracy,Monarchy,1982,1,1
Swaziland,572,572.0,Southern Africa,Africa,Queen Ntombi,Queen Ntombi.Swaziland.1983.1985.Monarchy,Non-democracy,Monarchy,1983,3,1
Swaziland,572,572.0,Southern Africa,Africa,Mswati III,Mswati III.Swaziland.1986.2008.Monarchy,Non-democracy,Monarchy,1986,23,0
Sweden,380,380.0,Northern Europe,Europe,Tage Erlander,Tage Erlander.Sweden.1946.1968.Parliamentary Dem,Democracy,Parliamentary Dem,1946,23,1
Sweden,380,380.0,Northern Europe,Europe,Olof Palme,Olof Palme.Sweden.1969.1975.Parliamentary Dem,Democracy,Parliamentary Dem,1969,7,1
Sweden,380,380.0,Northern Europe,Europe,Thorbjorn Falldin,Thorbjorn Falldin.Sweden.1976.1977.Parliamentary Dem,Democracy,Parliamentary Dem,1976,2,1
Sweden,380,380.0,Northern Europe,Europe,Ola Ullsten,Ola Ullsten.Sweden.1978.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1978,1,1
Sweden,380,380.0,Northern Europe,Europe,Thorbjorn Falldin,Thorbjorn Falldin.Sweden.1979.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1979,3,1
Sweden,380,380.0,Northern Europe,Europe,Olof Palme,Olof Palme.Sweden.1982.1985.Parliamentary Dem,Democracy,Parliamentary Dem,1982,4,0
Sweden,380,380.0,Northern Europe,Europe,Ingvar Carlsson,Ingvar Carlsson.Sweden.1986.1990.Parliamentary Dem,Democracy,Parliamentary Dem,1986,5,1
Sweden,380,380.0,Northern Europe,Europe,Carl Bildt,Carl Bildt.Sweden.1991.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1991,3,1
Sweden,380,380.0,Northern Europe,Europe,Ingvar Carlsson,Ingvar Carlsson.Sweden.1994.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1994,2,1
Sweden,380,380.0,Northern Europe,Europe,Goran Persson,Goran Persson.Sweden.1996.2005.Parliamentary Dem,Democracy,Parliamentary Dem,1996,10,1
Sweden,380,380.0,Northern Europe,Europe,John Fredrik Reinfeldt,John Fredrik Reinfeldt.Sweden.2006.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2006,3,0
Switzerland,225,225.0,Western Europe,Europe,Karl Kobelt,Karl Kobelt.Switzerland.1946.1946.Presidential Dem,Democracy,Presidential Dem,1946,1,1
Switzerland,225,225.0,Western Europe,Europe,Philipp Etter,Philipp Etter.Switzerland.1947.1947.Presidential Dem,Democracy,Presidential Dem,1947,1,1
Switzerland,225,225.0,Western Europe,Europe,Enrico Celio,Enrico Celio.Switzerland.1948.1948.Presidential Dem,Democracy,Presidential Dem,1948,1,1
Switzerland,225,225.0,Western Europe,Europe,Ernst Nobs,Ernst Nobs.Switzerland.1949.1949.Presidential Dem,Democracy,Presidential Dem,1949,1,1
Switzerland,225,225.0,Western Europe,Europe,Max-Edouard Petitpierre,Max-Edouard Petitpierre.Switzerland.1950.1950.Presidential Dem,Democracy,Presidential Dem,1950,1,1
Switzerland,225,225.0,Western Europe,Europe,Adolf Eduard von Steiger,Adolf Eduard von Steiger.Switzerland.1951.1951.Presidential Dem,Democracy,Presidential Dem,1951,1,1
Switzerland,225,225.0,Western Europe,Europe,Karl Kobelt,Karl Kobelt.Switzerland.1952.1952.Presidential Dem,Democracy,Presidential Dem,1952,1,1
Switzerland,225,225.0,Western Europe,Europe,Philipp Etter,Philipp Etter.Switzerland.1953.1953.Presidential Dem,Democracy,Presidential Dem,1953,1,1
Switzerland,225,225.0,Western Europe,Europe,Rodolphe Rubattel,Rodolphe Rubattel.Switzerland.1954.1954.Presidential Dem,Democracy,Presidential Dem,1954,1,1
Switzerland,225,225.0,Western Europe,Europe,Max-Edouard Petitpierre,Max-Edouard Petitpierre.Switzerland.1955.1955.Presidential Dem,Democracy,Presidential Dem,1955,1,1
Switzerland,225,225.0,Western Europe,Europe,Markus Feldmann,Markus Feldmann.Switzerland.1956.1956.Presidential Dem,Democracy,Presidential Dem,1956,1,1
Switzerland,225,225.0,Western Europe,Europe,Hans Streuli,Hans Streuli.Switzerland.1957.1957.Presidential Dem,Democracy,Presidential Dem,1957,1,1
Switzerland,225,225.0,Western Europe,Europe,Thomas Emil Leo Holenstein,Thomas Emil Leo Holenstein.Switzerland.1958.1958.Presidential Dem,Democracy,Presidential Dem,1958,1,1
Switzerland,225,225.0,Western Europe,Europe,Paul Chaudet,Paul Chaudet.Switzerland.1959.1959.Presidential Dem,Democracy,Presidential Dem,1959,1,1
Switzerland,225,225.0,Western Europe,Europe,Max-Edouard Petitpierre,Max-Edouard Petitpierre.Switzerland.1960.1960.Presidential Dem,Democracy,Presidential Dem,1960,1,1
Switzerland,225,225.0,Western Europe,Europe,Friedrich Traugott Wahlen,Friedrich Traugott Wahlen.Switzerland.1961.1961.Presidential Dem,Democracy,Presidential Dem,1961,1,1
Switzerland,225,225.0,Western Europe,Europe,Paul Chaudet,Paul Chaudet.Switzerland.1962.1962.Presidential Dem,Democracy,Presidential Dem,1962,1,1
Switzerland,225,225.0,Western Europe,Europe,Willy Spuhler,Willy Spuhler.Switzerland.1963.1963.Presidential Dem,Democracy,Presidential Dem,1963,1,1
Switzerland,225,225.0,Western Europe,Europe,Ludwig von Moos,Ludwig von Moos.Switzerland.1964.1964.Presidential Dem,Democracy,Presidential Dem,1964,1,1
Switzerland,225,225.0,Western Europe,Europe,Hans-Peter Tschudi,Hans-Peter Tschudi.Switzerland.1965.1965.Presidential Dem,Democracy,Presidential Dem,1965,1,1
Switzerland,225,225.0,Western Europe,Europe,Hans Schaffner,Hans Schaffner.Switzerland.1966.1966.Presidential Dem,Democracy,Presidential Dem,1966,1,1
Switzerland,225,225.0,Western Europe,Europe,Roger Bonvin,Roger Bonvin.Switzerland.1967.1967.Presidential Dem,Democracy,Presidential Dem,1967,1,1
Switzerland,225,225.0,Western Europe,Europe,Willy Spuhler,Willy Spuhler.Switzerland.1968.1968.Presidential Dem,Democracy,Presidential Dem,1968,1,1
Switzerland,225,225.0,Western Europe,Europe,Ludwig von Moos,Ludwig von Moos.Switzerland.1969.1969.Presidential Dem,Democracy,Presidential Dem,1969,1,1
Switzerland,225,225.0,Western Europe,Europe,Hans-Peter Tschudi,Hans-Peter Tschudi.Switzerland.1970.1970.Presidential Dem,Democracy,Presidential Dem,1970,1,1
Switzerland,225,225.0,Western Europe,Europe,Rudolf Gnagi,Rudolf Gnagi.Switzerland.1971.1971.Presidential Dem,Democracy,Presidential Dem,1971,1,1
Switzerland,225,225.0,Western Europe,Europe,Nello Celio,Nello Celio.Switzerland.1972.1972.Presidential Dem,Democracy,Presidential Dem,1972,1,1
Switzerland,225,225.0,Western Europe,Europe,Roger Bonvin,Roger Bonvin.Switzerland.1973.1973.Presidential Dem,Democracy,Presidential Dem,1973,1,1
Switzerland,225,225.0,Western Europe,Europe,Ernst Brugger,Ernst Brugger.Switzerland.1974.1974.Presidential Dem,Democracy,Presidential Dem,1974,1,1
Switzerland,225,225.0,Western Europe,Europe,Pierre Graber,Pierre Graber.Switzerland.1975.1975.Presidential Dem,Democracy,Presidential Dem,1975,1,1
Switzerland,225,225.0,Western Europe,Europe,Rudolf Gnagi,Rudolf Gnagi.Switzerland.1976.1976.Presidential Dem,Democracy,Presidential Dem,1976,1,1
Switzerland,225,225.0,Western Europe,Europe,Kurt Furgler,Kurt Furgler.Switzerland.1977.1977.Presidential Dem,Democracy,Presidential Dem,1977,1,1
Switzerland,225,225.0,Western Europe,Europe,Willi Ritschard,Willi Ritschard.Switzerland.1978.1978.Presidential Dem,Democracy,Presidential Dem,1978,1,1
Switzerland,225,225.0,Western Europe,Europe,Hans Hurlimann,Hans Hurlimann.Switzerland.1979.1979.Presidential Dem,Democracy,Presidential Dem,1979,1,1
Switzerland,225,225.0,Western Europe,Europe,Georges-Andre Chevallaz,Georges-Andre Chevallaz.Switzerland.1980.1980.Presidential Dem,Democracy,Presidential Dem,1980,1,1
Switzerland,225,225.0,Western Europe,Europe,Kurt Furgler,Kurt Furgler.Switzerland.1981.1981.Presidential Dem,Democracy,Presidential Dem,1981,1,1
Switzerland,225,225.0,Western Europe,Europe,Fritz Honegger,Fritz Honegger.Switzerland.1982.1982.Presidential Dem,Democracy,Presidential Dem,1982,1,1
Switzerland,225,225.0,Western Europe,Europe,Pierre Aubert,Pierre Aubert.Switzerland.1983.1983.Presidential Dem,Democracy,Presidential Dem,1983,1,1
Switzerland,225,225.0,Western Europe,Europe,Leon Schlumpf,Leon Schlumpf.Switzerland.1984.1984.Presidential Dem,Democracy,Presidential Dem,1984,1,1
Switzerland,225,225.0,Western Europe,Europe,Kurt Furgler,Kurt Furgler.Switzerland.1985.1985.Presidential Dem,Democracy,Presidential Dem,1985,1,1
Switzerland,225,225.0,Western Europe,Europe,Alphons Egli,Alphons Egli.Switzerland.1986.1986.Presidential Dem,Democracy,Presidential Dem,1986,1,1
Switzerland,225,225.0,Western Europe,Europe,Pierre Aubert,Pierre Aubert.Switzerland.1987.1987.Presidential Dem,Democracy,Presidential Dem,1987,1,1
Switzerland,225,225.0,Western Europe,Europe,Otto Stich,Otto Stich.Switzerland.1988.1988.Presidential Dem,Democracy,Presidential Dem,1988,1,1
Switzerland,225,225.0,Western Europe,Europe,Jean-Pascal Delamuraz,Jean-Pascal Delamuraz.Switzerland.1989.1989.Presidential Dem,Democracy,Presidential Dem,1989,1,1
Switzerland,225,225.0,Western Europe,Europe,Arnold Koller,Arnold Koller.Switzerland.1990.1990.Presidential Dem,Democracy,Presidential Dem,1990,1,1
Switzerland,225,225.0,Western Europe,Europe,Flavio Cotti,Flavio Cotti.Switzerland.1991.1991.Presidential Dem,Democracy,Presidential Dem,1991,1,1
