       id        heduc   heblack   mixed     years   div  
   12174    < 12 years        No      No    22.355    No  
   12176    < 12 years        No     Yes    16.583    No  
   12184    < 12 years       Yes     Yes     2.801   Yes  
   12200    < 12 years       Yes     Yes    38.912    No  
   12206   12-15 years        No     Yes    11.409    No  
   12208    < 12 years       Yes      No    11.409    No  
   12210    < 12 years        No      No   16.3465   Yes  
   12218   12-15 years       Yes      No     6.253   Yes  
   12220    < 12 years       Yes     Yes     9.626    No  
   12224   12-15 years        No     Yes     5.339   Yes  
   12230   12-15 years       Yes     Yes    16.964   Yes  
   12250   12-15 years       Yes     Yes     6.916   Yes  
   12272    < 12 years       Yes     Yes    29.451    No  
   12277    < 12 years       Yes      No     3.751   Yes  
   12283    < 12 years       Yes      No     1.837    No  
   12301   12-15 years        No     Yes     1.342    No  
   12302    < 12 years       Yes     Yes     1.665    No  
   12306   12-15 years       Yes      No    1.1665   Yes  
   12312    < 12 years       Yes     Yes     17.87    No  
   12316   12-15 years       Yes     Yes    21.087    No  
   12319    < 12 years       Yes      No       6.7    No  
   12329    < 12 years       Yes     Yes   12.3285   Yes  
   12337   12-15 years        No      No    13.933    No  
   12341   12-15 years        No      No   19.1075   Yes  
   12348   12-15 years        No      No    15.002   Yes  
   12352     16+ years        No      No     9.897    No  
   12356    < 12 years        No     Yes        20    No  
   12358    < 12 years        No     Yes   21.6265   Yes  
   12364   12-15 years       Yes     Yes     2.998   Yes  
   12366    < 12 years       Yes      No    13.517    No  
   12370     16+ years        No     Yes     2.568    No  
   12381    < 12 years        No     Yes      3.17   Yes  
   12385   12-15 years       Yes     Yes    19.975    No  
   12388    < 12 years        No      No        24    No  
   12393    < 12 years        No      No     6.497   Yes  
   12396     16+ years        No      No    6.0455   Yes  
   12399   12-15 years        No      No    25.667   Yes  
   12405     16+ years        No      No    15.817    No  
   12406     16+ years        No      No    15.817    No  
   12410     16+ years        No      No      8.66    No  
   12417     16+ years        No      No    13.933    No  
   12425    < 12 years        No      No     9.038    No  
   12429     16+ years        No      No     5.692   Yes  
   12436     16+ years        No      No    53.391    No  
   12440   12-15 years        No      No     7.165   Yes  
   12443   12-15 years        No      No    13.897    No  
   12454   12-15 years       Yes     Yes     16.72    No  
   12457   12-15 years        No     Yes      5.58    No  
   12464    < 12 years        No     Yes     6.157    No  
   12467   12-15 years        No      No     9.166   Yes  
   12474   12-15 years        No      No      6.36    No  
   12476   12-15 years       Yes      No     6.606    No  
   12478   12-15 years        No      No   14.7705   Yes  
   12483   12-15 years       Yes     Yes    11.017    No  
   12505   12-15 years       Yes     Yes     3.044    No  
   12507   12-15 years        No     Yes    5.8755   Yes  
   12509   12-15 years       Yes      No     1.259    No  
   12535    < 12 years       Yes     Yes    14.587   Yes  
   12538   12-15 years       Yes      No     4.063    No  
   12543    < 12 years        No      No   18.5585   Yes  
   12547   12-15 years        No     Yes    19.995    No  
   12560    < 12 years        No     Yes     4.003    No  
   12563   12-15 years        No      No     28.49    No  
   12567    < 12 years        No      No      4.72    No  
   12575    < 12 years        No      No      4.92    No  
   12577    < 12 years        No      No     1.517   Yes  
   12579   12-15 years       Yes      No   27.1675   Yes  
   12580   12-15 years        No     Yes     8.419   Yes  
   12585   12-15 years       Yes      No     4.003    No  
   12586   12-15 years       Yes     Yes   11.7945   Yes  
   12601   12-15 years        No     Yes    20.142    No  
   12616   12-15 years        No      No    17.251   Yes  
   12618    < 12 years        No      No     1.804    No  
   12624    < 12 years        No      No      .498   Yes  
   12627    < 12 years        No      No      .498   Yes  
   12633   12-15 years        No      No       9.5    No  
   12639   12-15 years        No      No    1.2485   Yes  
   12640   12-15 years       Yes     Yes     3.231    No  
   12643   12-15 years       Yes      No    1.7165   Yes  
   12649   12-15 years        No      No     9.002    No  
   12651    < 12 years        No      No    11.759   Yes  
   12658    < 12 years       Yes     Yes    14.497    No  
   12662    < 12 years        No      No    36.999    No  
   12665   12-15 years        No      No    13.506    No  
   12667    < 12 years        No     Yes    9.1085   Yes  
   12671    < 12 years        No      No     6.382    No  
   12674   12-15 years        No      No   10.9625   Yes  
   12676    < 12 years        No      No    54.877    No  
   12683   12-15 years        No      No     2.166   Yes  
   12686    < 12 years        No     Yes     23.17   Yes  
   12688    < 12 years        No     Yes   10.7105   Yes  
   12691    < 12 years        No     Yes    9.3305   Yes  
   12695   12-15 years       Yes     Yes    9.3305   Yes  
   12710    < 12 years        No     Yes     18.82    No  
   12723    < 12 years        No     Yes    18.338    No  
   12731   12-15 years        No     Yes    23.116    No  
   12748    < 12 years       Yes      No     3.118    No  
   12750    < 12 years       Yes     Yes    23.116    No  
   12761   12-15 years        No     Yes     4.479    No  
   12769    < 12 years       Yes     Yes    51.168    No  
   12773     16+ years       Yes     Yes    10.689    No  
   12779   12-15 years       Yes     Yes    12.192    No  
   12784   12-15 years       Yes      No    12.167    No  
   12787   12-15 years        No      No    29.254   Yes  
   12793    < 12 years        No     Yes    11.335   Yes  
   12799    < 12 years       Yes      No     7.537    No  
   12802    < 12 years        No      No   16.2985   Yes  
   12804   12-15 years        No      No    22.831    No  
   12806    < 12 years        No      No    22.831    No  
   12814    < 12 years        No      No     3.912    No  
   12823    < 12 years        No      No    5.4975   Yes  
   12831     16+ years        No      No    2.1655   Yes  
   12833   12-15 years        No     Yes   23.0195   Yes  
   12837   12-15 years       Yes     Yes    10.012    No  
   12838    < 12 years        No     Yes    7.6085   Yes  
   12840    < 12 years       Yes      No    56.085    No  
   12850    < 12 years       Yes      No      7.88    No  
   12856   12-15 years       Yes      No     7.335   Yes  
   12891   12-15 years       Yes     Yes   10.2125   Yes  
   12893    < 12 years        No      No   10.3765   Yes  
   12896    < 12 years        No      No    10.012   Yes  
   12900    < 12 years        No      No    1.1665   Yes  
   12906    < 12 years        No      No    15.918    No  
   12929    < 12 years        No      No    23.641    No  
   12943    < 12 years        No      No    8.2135   Yes  
   12948   12-15 years       Yes     Yes    10.965    No  
   12953   12-15 years        No     Yes     16.81    No  
   12965     16+ years       Yes      No     9.106    No  
   12987   12-15 years       Yes     Yes    7.3595   Yes  
   12997    < 12 years        No     Yes    3.8305   Yes  
   12999   12-15 years       Yes      No    8.3915   Yes  
   13001   12-15 years        No      No    31.036    No  
   13006    < 12 years        No      No      .775    No  
   13007   12-15 years        No      No     7.444    No  
   13010     16+ years        No      No     4.783    No  
   13021    < 12 years        No      No     2.919    No  
   13024   12-15 years        No      No    43.943    No  
   13028     16+ years        No      No    21.062    No  
   13033   12-15 years        No      No     17.81    No  
   13037     16+ years       Yes     Yes    17.618    No  
   13045    < 12 years        No      No     4.934    No  
   13048    < 12 years        No      No    18.708    No  
   13052    < 12 years        No      No    12.044    No  
   13058    < 12 years        No      No    17.016    No  
   13062   12-15 years        No      No    17.016    No  
   13065    < 12 years        No      No    12.999    No  
   13068    < 12 years        No      No    20.246   Yes  
   13069    < 12 years        No      No    10.453    No  
   13071    < 12 years        No      No     9.002    No  
   13073   12-15 years        No     Yes    8.3995   Yes  
   13082   12-15 years       Yes     Yes     1.336   Yes  
   13102   12-15 years        No     Yes    17.164    No  
   13109    < 12 years       Yes     Yes    10.256    No  
   13126   12-15 years       Yes     Yes      3.63    No  
   13129    < 12 years        No     Yes   29.9985   Yes  
   13133   12-15 years       Yes      No    16.934    No  
   13141   12-15 years       Yes      No     8.274    No  
   13147    < 12 years       Yes     Yes    23.474    No  
   13150   12-15 years        No     Yes    11.866    No  
   13152   12-15 years        No      No    26.144    No  
   13156   12-15 years        No      No     2.757    No  
   13158   12-15 years        No      No     4.928    No  
   13162   12-15 years        No      No     2.757    No  
   13164    < 12 years        No      No     1.002    No  
   13167    < 12 years        No      No     1.002    No  
   13169   12-15 years        No      No    13.645    No  
   13178   12-15 years       Yes      No     9.591    No  
   13197    < 12 years       Yes     Yes    33.243    No  
   13200    < 12 years        No     Yes    33.243    No  
   13211    < 12 years        No     Yes    3.2525   Yes  
   13213    < 12 years        No      No    12.977    No  
   13216    < 12 years        No      No    29.944    No  
   13221    < 12 years        No      No    3.8415   Yes  
   13227    < 12 years        No      No     9.128   Yes  
   13229   12-15 years        No      No    9.7575   Yes  
   13230   12-15 years        No      No     15.54    No  
   13231   12-15 years       Yes      No     6.743    No  
   13257   12-15 years        No     Yes    12.731   Yes  
   13264    < 12 years       Yes      No      .512   Yes  
   13281   12-15 years        No     Yes    25.352    No  
   13286     16+ years        No     Yes    10.626    No  
   13303    < 12 years       Yes     Yes    20.723   Yes  
   13304   12-15 years        No     Yes     2.847    No  
   13310     16+ years       Yes     Yes    5.7495   Yes  
   13312     16+ years        No     Yes     8.893    No  
   13340    < 12 years        No     Yes   11.8985   Yes  
   13356   12-15 years       Yes     Yes    1.9985   Yes  
   13360     16+ years       Yes     Yes    5.6755   Yes  
   13373    < 12 years       Yes      No      .509   Yes  
   13382    < 12 years        No     Yes     8.493    No  
   13385   12-15 years        No      No    9.8795   Yes  
   13388   12-15 years        No     Yes     8.003    No  
   13391    < 12 years        No     Yes    9.9985   Yes  
   13393    < 12 years        No     Yes    12.917   Yes  
   13398   12-15 years        No     Yes    6.4205   Yes  
   13401    < 12 years        No      No     2.741    No  
   13403    < 12 years       Yes     Yes     2.664    No  
   13405    < 12 years        No      No   36.3915   Yes  
   13410     16+ years        No      No    20.205    No  
   13412    < 12 years        No      No    39.257   Yes  
   13422     16+ years       Yes     Yes    25.169   Yes  
   13425   12-15 years        No     Yes    3.4115   Yes  
   13437   12-15 years       Yes      No     2.601    No  
   13445   12-15 years       Yes      No    35.003    No  
   13455   12-15 years        No     Yes    15.433    No  
   13460     16+ years        No     Yes    17.845    No  
   13468   12-15 years       Yes      No     8.383   Yes  
   13478    < 12 years        No     Yes    22.565    No  
   13480    < 12 years        No      No    14.787   Yes  
   13482    < 12 years        No     Yes    32.786    No  
   13491    < 12 years       Yes      No     9.656    No  
   13497    < 12 years       Yes      No     17.55    No  
   13498   12-15 years       Yes      No     2.045    No  
   13502    < 12 years       Yes      No     5.977    No  
   13505    < 12 years        No     Yes    26.497   Yes  
   13508   12-15 years       Yes      No    11.414    No  
   13521    < 12 years       Yes     Yes    31.989    No  
   13538    < 12 years        No     Yes    37.836    No  
   13547   12-15 years       Yes     Yes    42.508    No  
   13554     16+ years        No      No   14.7325   Yes  
   13571   12-15 years       Yes      No     3.351    No  
   13580    < 12 years       Yes      No     6.396    No  
   13591     16+ years       Yes     Yes    1.1665   Yes  
   13595    < 12 years       Yes      No     6.344    No  
   13596   12-15 years       Yes      No     8.334   Yes  
   13611   12-15 years        No      No    24.027    No  
   13614    < 12 years        No     Yes    14.817    No  
   13616   12-15 years       Yes     Yes    21.914   Yes  
   13636   12-15 years       Yes     Yes         4   Yes  
   13646   12-15 years        No      No    2.3795   Yes  
   13650    < 12 years        No     Yes     26.48    No  
   13655    < 12 years       Yes      No     5.169   Yes  
   13677    < 12 years       Yes     Yes     20.17    No  
   13683    < 12 years       Yes     Yes     47.25    No  
   13686   12-15 years       Yes      No    21.328    No  
   13688    < 12 years       Yes     Yes     35.24    No  
   13700   12-15 years       Yes     Yes    13.974    No  
   13702    < 12 years       Yes      No     21.21    No  
   13717    < 12 years        No      No    14.001    No  
   13724   12-15 years        No     Yes       3.5   Yes  
   13731    < 12 years        No     Yes    27.967    No  
   13733    < 12 years       Yes      No    13.509    No  
   13747   12-15 years       Yes     Yes    26.664    No  
   13754    < 12 years       Yes      No         4    No  
   13765   12-15 years       Yes     Yes    13.908    No  
   13774    < 12 years       Yes     Yes   22.4015   Yes  
   13787   12-15 years       Yes     Yes    13.446    No  
   13790    < 12 years        No      No    12.865    No  
   13793    < 12 years        No     Yes    26.001    No  
   13795    < 12 years       Yes      No    16.203    No  
   13817    < 12 years       Yes      No    19.055    No  
   13827    < 12 years       Yes      No    14.324    No  
   13849    < 12 years       Yes     Yes   20.0435   Yes  
   13864    < 12 years       Yes      No     2.004    No  
   13871   12-15 years       Yes      No    11.034    No  
   13887   12-15 years        No      No   15.6715   Yes  
   13895   12-15 years        No     Yes    10.103    No  
   13897    < 12 years       Yes     Yes    26.272    No  
   13900    < 12 years        No     Yes    26.272    No  
   13908   12-15 years       Yes      No     5.218    No  
   13918    < 12 years       Yes     Yes    13.446    No  
   13922    < 12 years        No      No    56.882    No  
   13934    < 12 years        No      No    16.312   Yes  
   13937    < 12 years        No     Yes     8.496    No  
   13940   12-15 years        No     Yes     26.22    No  
   13944    < 12 years       Yes     Yes    1.2075   Yes  
   13950    < 12 years       Yes      No     7.023    No  
   13953   12-15 years       Yes      No     7.023    No  
   13955    < 12 years       Yes     Yes    43.671    No  
   13958   12-15 years       Yes      No    11.433    No  
   13964    < 12 years       Yes      No      .586   Yes  
   13975    < 12 years       Yes      No    21.821    No  
   13977    < 12 years        No     Yes     5.988    No  
   13994    < 12 years       Yes      No    16.156    No  
   14002   12-15 years       Yes      No     1.035    No  
   14006     16+ years        No     Yes     1.035    No  
   14012   12-15 years        No      No      9.81    No  
   14017   12-15 years        No      No    15.901    No  
   14018   12-15 years        No      No    23.915    No  
   14026    < 12 years        No      No      5.84   Yes  
   14042   12-15 years       Yes      No     1.363    No  
   14043    < 12 years        No      No    18.579   Yes  
   14051   12-15 years       Yes      No     7.732    No  
   14061   12-15 years       Yes      No     7.732    No  
   14063    < 12 years       Yes     Yes    42.461    No  
   14067   12-15 years        No     Yes     9.933    No  
   14069    < 12 years       Yes     Yes    4.1615   Yes  
   14083    < 12 years       Yes      No     8.304    No  
   14087   12-15 years       Yes      No     4.118    No  
   14096    < 12 years        No      No    25.087    No  
   14100    < 12 years        No      No   25.7495   Yes  
   14117    < 12 years       Yes      No     9.999    No  
   14122    < 12 years        No     Yes    1.4865   Yes  
   14126   12-15 years        No     Yes      .999   Yes  
   14134   12-15 years       Yes     Yes    15.537    No  
   14136   12-15 years       Yes     Yes    16.003    No  
   14161    < 12 years        No     Yes    60.353    No  
   14214   12-15 years        No     Yes     9.988   Yes  
   14234    < 12 years       Yes      No     5.823    No  
   14244    < 12 years       Yes      No    23.951    No  
   14246    < 12 years       Yes      No     9.005    No  
   14248    < 12 years       Yes      No    6.7295   Yes  
   14250    < 12 years       Yes      No        32    No  
   14254   12-15 years       Yes     Yes     4.359    No  
   14257   12-15 years        No      No    3.4965   Yes  
   14258   12-15 years       Yes     Yes    16.397    No  
   14260    < 12 years       Yes     Yes    21.999    No  
   14263   12-15 years        No     Yes     2.664   Yes  
   14265    < 12 years       Yes      No     7.001    No  
   14267    < 12 years       Yes     Yes    36.923    No  
   14270    < 12 years        No     Yes    36.923    No  
   14274   12-15 years        No     Yes     5.834   Yes  
   14280   12-15 years       Yes     Yes     5.944    No  
   14289   12-15 years       Yes      No     8.309    No  
   14291    < 12 years       Yes      No     6.004   Yes  
   14294   12-15 years        No      No    15.001    No  
   14298    < 12 years        No      No    16.438    No  
   14304    < 12 years        No      No    9.8755   Yes  
   14307   12-15 years        No      No    25.106    No  
   14308   12-15 years        No      No     8.249   Yes  
   14318   12-15 years        No      No     2.513    No  
   14320    < 12 years       Yes     Yes     .8735   Yes  
   14323   12-15 years       Yes      No      3.97    No  
   14325    < 12 years       Yes      No   27.6345   Yes  
   14336    < 12 years        No     Yes    25.916    No  
   14346    < 12 years       Yes      No    42.672    No  
   14350   12-15 years       Yes      No     8.162    No  
   14353    < 12 years        No      No    51.748    No  
   14356    < 12 years       Yes      No    16.999    No  
   14358   12-15 years        No      No    16.194    No  
   14360    < 12 years        No      No    12.999    No  
   14362    < 12 years       Yes     Yes    13.999    No  
   14365   12-15 years        No     Yes    13.999    No  
   14368     16+ years       Yes      No     6.486   Yes  
   14377   12-15 years        No     Yes    5.2125   Yes  
   14381   12-15 years       Yes      No     5.911    No  
   14392   12-15 years       Yes     Yes     1.002   Yes  
   14394   12-15 years       Yes      No     4.589   Yes  
   14397   12-15 years       Yes      No     6.935    No  
   14400   12-15 years       Yes      No        24    No  
   14403   12-15 years        No      No    37.793    No  
   14411   12-15 years        No      No    14.472    No  
   14413    < 12 years        No      No    7.6595   Yes  
   14420   12-15 years       Yes      No     4.249   Yes  
   14421    < 12 years        No      No    34.303    No  
   14430    < 12 years       Yes      No     7.655    No  
   14437    < 12 years        No     Yes    14.834   Yes  
   14440    < 12 years        No      No    25.187   Yes  
   14444   12-15 years        No     Yes    5.0155   Yes  
   14448     16+ years        No     Yes     7.258   Yes  
   14455   12-15 years        No      No      2.53    No  
   14457    < 12 years        No      No   13.1665   Yes  
   14474   12-15 years        No      No     7.288    No  
   14484   12-15 years        No      No     7.288    No  
   14490   12-15 years        No      No     4.101    No  
   14493    < 12 years        No      No    32.416    No  
   14500    < 12 years        No      No     6.283    No  
   14501    < 12 years        No      No     2.245    No  
   14507   12-15 years        No      No     2.084    No  
   14516   12-15 years       Yes     Yes     4.268   Yes  
   14527    < 12 years       Yes     Yes    21.999    No  
   14530   12-15 years        No     Yes    21.999    No  
   14533   12-15 years        No      No    14.683    No  
   14546    < 12 years        No      No    34.543    No  
   14551   12-15 years       Yes      No     8.999    No  
   14553    < 12 years        No      No     7.091   Yes  
   14562    < 12 years       Yes      No     3.001    No  
   14564    < 12 years       Yes     Yes    7.2155   Yes  
   14570    < 12 years        No      No     4.665   Yes  
   14572    < 12 years        No      No    34.505    No  
   14575    < 12 years        No     Yes    22.998    No  
   14579   12-15 years        No      No    6.9595   Yes  
   14590   12-15 years        No      No     9.158    No  
   14592   12-15 years        No      No    2.2535   Yes  
   14594   12-15 years       Yes     Yes    4.4295   Yes  
   14613    < 12 years       Yes     Yes    27.253    No  
   14615    < 12 years       Yes      No   15.2635   Yes  
   14622   12-15 years        No      No     8.331    No  
   14630    < 12 years        No      No    26.877    No  
   14636   12-15 years       Yes      No     3.882    No  
   14639   12-15 years        No      No    40.726    No  
   14643     16+ years        No      No     6.552   Yes  
   14649   12-15 years        No      No    12.854    No  
   14658    < 12 years        No      No     6.502    No  
   14665     16+ years       Yes      No     8.887    No  
   14670   12-15 years        No      No     5.454    No  
   14690   12-15 years       Yes     Yes     7.086    No  
   14694   12-15 years       Yes      No    17.777    No  
   14699    < 12 years       Yes      No    17.029    No  
   14702    < 12 years        No     Yes    31.017    No  
   14707    < 12 years        No     Yes      2.62    No  
   14711   12-15 years       Yes      No    4.6955   Yes  
   14714   12-15 years        No     Yes    41.309    No  
   14718   12-15 years        No     Yes    24.082    No  
   14723   12-15 years       Yes     Yes    20.145    No  
   14733    < 12 years        No      No    35.228    No  
   14734   12-15 years        No      No     1.684    No  
   14738    < 12 years        No      No     12.98    No  
   14741    < 12 years        No     Yes    21.081    No  
   14754    < 12 years       Yes      No    34.268    No  
   14756    < 12 years       Yes      No    41.095    No  
   14767    < 12 years       Yes      No   14.4505   Yes  
   14782    < 12 years        No     Yes    48.005    No  
   14790   12-15 years        No      No     4.756    No  
   14802    < 12 years       Yes      No   18.3095   Yes  
   14808    < 12 years        No     Yes   16.9145   Yes  
   14822    < 12 years       Yes      No      .835    No  
   14825    < 12 years       Yes      No      8.14    No  
   14827    < 12 years       Yes      No    11.398    No  
   14828   12-15 years       Yes     Yes    12.572    No  
   14830   12-15 years       Yes     Yes     2.554    No  
   14833   12-15 years       Yes      No     2.552    No  
   14835    < 12 years       Yes     Yes         8    No  
   14839   12-15 years        No     Yes    1.5825   Yes  
   14844    < 12 years       Yes     Yes    10.333    No  
   14851     16+ years       Yes      No     6.524    No  
   14857    < 12 years        No      No     8.501   Yes  
   14860   12-15 years        No      No      8.92   Yes  
   14867    < 12 years        No      No    20.999    No  
   14870   12-15 years        No      No   11.0825   Yes  
   14871   12-15 years        No      No    23.299    No  
   14876    < 12 years        No      No     7.948    No  
   14878   12-15 years        No      No     7.948    No  
   14883   12-15 years        No      No    24.153    No  
   14884   12-15 years        No      No    24.153    No  
   14888   12-15 years        No      No    13.903    No  
   14901    < 12 years        No      No    2.4885   Yes  
   14907    < 12 years        No     Yes    34.664    No  
   14916    < 12 years       Yes     Yes    6.1305   Yes  
   14922    < 12 years       Yes      No    2.2775   Yes  
   14929   12-15 years       Yes      No    11.335   Yes  
   14938     16+ years       Yes      No     3.129    No  
   14951   12-15 years        No     Yes   32.6025   Yes  
   14957    < 12 years       Yes      No      7.08   Yes  
   14958   12-15 years       Yes      No    7.8195   Yes  
   14962     16+ years       Yes     Yes    12.687    No  
   14972    < 12 years        No     Yes    50.639    No  
   14985   12-15 years        No      No   30.1655   Yes  
   14988   12-15 years        No      No        32    No  
   14992   12-15 years        No     Yes     7.066    No  
   15005   12-15 years       Yes     Yes   24.9995   Yes  
   15007    < 12 years       Yes     Yes    5.2045   Yes  
   15011    < 12 years        No     Yes      .194   Yes  
   15018    < 12 years       Yes     Yes     4.115    No  
   15027   12-15 years        No      No     4.468    No  
   15038   12-15 years        No      No     9.651    No  
   15041    < 12 years        No      No    31.173    No  
   15046    < 12 years        No      No    51.337    No  
   15057    < 12 years        No     Yes     9.024   Yes  
   15061   12-15 years       Yes      No      .222    No  
   15079   12-15 years        No      No    3.1565   Yes  
   15086   12-15 years        No      No    14.168   Yes  
   15090   12-15 years       Yes     Yes     2.171    No  
   15095    < 12 years        No     Yes      .687    No  
   15101    < 12 years       Yes     Yes     3.379    No  
   15107    < 12 years       Yes     Yes    5.1935   Yes  
   15113   12-15 years       Yes      No     2.927    No  
   15115   12-15 years       Yes      No   11.3565   Yes  
   15126   12-15 years        No     Yes    12.263    No  
   15137   12-15 years        No      No     8.945    No  
   15138   12-15 years        No      No    20.605    No  
   15140    < 12 years       Yes      No    26.001    No  
   15142    < 12 years       Yes     Yes    35.274    No  
   15158   12-15 years        No     Yes    1.1665   Yes  
   15161    < 12 years       Yes      No    12.999    No  
   15164   12-15 years        No     Yes   13.9195   Yes  
   15167   12-15 years       Yes     Yes    12.553   Yes  
   15169    < 12 years       Yes     Yes    37.158    No  
   15172    < 12 years        No     Yes    37.158    No  
   15176   12-15 years       Yes     Yes    12.726    No  
   15183    < 12 years       Yes      No     7.592    No  
   15185    < 12 years       Yes     Yes    1.5115   Yes  
   15186   12-15 years        No      No      7.05    No  
   15190    < 12 years        No     Yes        28    No  
   15193   12-15 years        No      No    6.8365   Yes  
   15196    < 12 years        No     Yes    12.085   Yes  
   15219   12-15 years       Yes      No    15.847    No  
   15226    < 12 years       Yes      No    15.847    No  
   15234   12-15 years       Yes      No    11.105    No  
   15243    < 12 years       Yes      No     6.007    No  
   15257    < 12 years       Yes      No     1.812    No  
   15259    < 12 years        No      No    14.998    No  
   15262    < 12 years        No      No    14.998    No  
   15266    < 12 years       Yes     Yes    54.418    No  
   15275    < 12 years       Yes      No    22.946    No  
   15314     16+ years       Yes      No    12.816    No  
   15347     16+ years        No      No      5.67    No  
   15355     16+ years        No      No      2.33    No  
   15364    < 12 years        No      No      .348    No  
   15376   12-15 years        No     Yes     5.331    No  
   15379    < 12 years        No     Yes    18.669    No  
   15403   12-15 years        No     Yes     7.922    No  
   15406    < 12 years        No     Yes    35.507    No  
   15410   12-15 years       Yes      No     9.555    No  
   15421    < 12 years        No     Yes    20.684    No  
   15427   12-15 years       Yes     Yes   13.2375   Yes  
   15442    < 12 years        No      No     9.231   Yes  
   15445   12-15 years        No      No     7.042    No  
   15451    < 12 years        No      No    35.187    No  
   15462    < 12 years       Yes      No    22.563    No  
   15464    < 12 years       Yes      No    27.529    No  
   15468    < 12 years       Yes      No     9.254    No  
   15471     16+ years        No      No    10.749   Yes  
   15474   12-15 years        No     Yes    43.017    No  
   15477    < 12 years        No     Yes    32.999    No  
   15482   12-15 years        No     Yes     2.516    No  
   15488    < 12 years        No      No    17.999    No  
   15490   12-15 years        No     Yes      1.29    No  
   15492    < 12 years       Yes      No    10.133   Yes  
   15495   12-15 years        No     Yes         4    No  
   15498   12-15 years        No     Yes    33.919    No  
   15502   12-15 years        No      No    5.2485   Yes  
   15508   12-15 years        No      No    6.9155   Yes  
   15511   12-15 years        No     Yes   15.4195   Yes  
   15513    < 12 years       Yes      No    31.855    No  
   15516   12-15 years        No     Yes    12.504   Yes  
   15520    < 12 years        No     Yes    42.949    No  
   15523    < 12 years        No     Yes    1.2925   Yes  
   15529   12-15 years        No      No    10.004    No  
   15536   12-15 years        No      No    22.138    No  
   15544    < 12 years        No      No     6.442    No  
   15563   12-15 years        No      No     6.919    No  
   15572     16+ years        No      No    14.768    No  
   15587    < 12 years       Yes     Yes    42.847    No  
   15590   12-15 years        No     Yes    42.847    No  
   15620   12-15 years       Yes      No     5.812    No  
   15629   12-15 years       Yes      No    11.959    No  
   15631    < 12 years       Yes     Yes    50.877    No  
   15635   12-15 years        No     Yes    16.005    No  
   15639   12-15 years        No      No    14.757    No  
   15645   12-15 years       Yes      No     3.146    No  
   15651    < 12 years        No      No     15.02    No  
   15653   12-15 years       Yes      No    12.654    No  
   15666   12-15 years        No      No      9.44    No  
   15672    < 12 years        No     Yes        24    No  
   15703   12-15 years        No     Yes    20.775    No  
   15704    < 12 years       Yes     Yes      3.08   Yes  
   15710    < 12 years        No      No    9.1715   Yes  
   15717    < 12 years        No      No     5.914   Yes  
   15721    < 12 years        No      No     5.711    No  
   15733    < 12 years        No      No    2.1655   Yes  
   15735    < 12 years        No      No     46.16    No  
   15738    < 12 years        No     Yes    29.999    No  
   15744    < 12 years        No      No    46.511    No  
   15747    < 12 years        No      No    46.511    No  
   15752   12-15 years        No      No    23.075    No  
   15758    < 12 years       Yes     Yes     4.578   Yes  
   15761    < 12 years        No     Yes    6.6255   Yes  
   15763    < 12 years        No      No    43.715    No  
   15765    < 12 years        No      No     6.998    No  
   15767    < 12 years        No      No    15.587   Yes  
   15771    < 12 years        No      No     3.253    No  
   15781   12-15 years       Yes      No     3.203    No  
   15790   12-15 years       Yes      No    11.978    No  
   15801   12-15 years        No     Yes    8.6215   Yes  
   15804    < 12 years        No     Yes     47.42    No  
   15813   12-15 years       Yes      No     7.176    No  
   15827   12-15 years       Yes      No     2.062    No  
   15837    < 12 years       Yes      No      9.48   Yes  
   15851   12-15 years       Yes      No    11.546    No  
   15860    < 12 years        No     Yes    54.059    No  
   15870   12-15 years        No      No     11.42    No  
   15881    < 12 years        No      No    19.283    No  
   15884   12-15 years        No      No     11.86    No  
   15889   12-15 years        No      No      7.25   Yes  
   15897   12-15 years       Yes      No     9.246    No  
   15899    < 12 years       Yes     Yes     1.506    No  
   15901    < 12 years        No     Yes     8.668   Yes  
   15911     16+ years        No     Yes     6.234    No  
   15920    < 12 years       Yes     Yes    54.943    No  
   15921    < 12 years       Yes      No    19.748    No  
   15927    < 12 years       Yes      No     9.656    No  
   15929    < 12 years        No     Yes    10.253   Yes  
   15935    < 12 years       Yes      No   41.6275   Yes  
   15937    < 12 years        No      No     .9995   Yes  
   15942    < 12 years        No      No    13.435    No  
   15946   12-15 years       Yes      No     2.475    No  
   15964   12-15 years        No     Yes     4.164    No  
   15967    < 12 years        No     Yes     3.669    No  
   15975   12-15 years       Yes      No     6.919    No  
   15994   12-15 years       Yes      No     1.897    No  
   16005    < 12 years       Yes     Yes    18.992    No  
   16013    < 12 years       Yes      No    19.107    No  
   16020    < 12 years       Yes      No     9.974    No  
   16024   12-15 years       Yes      No     5.733   Yes  
   16031   12-15 years        No     Yes    13.173    No  
   16053   12-15 years       Yes      No    11.069    No  
   16062   12-15 years        No     Yes     5.418   Yes  
   16071     16+ years       Yes     Yes    6.7895   Yes  
   16075    < 12 years        No      No     7.001    No  
   16077    < 12 years       Yes      No    24.999    No  
   16079    < 12 years       Yes     Yes     46.65    No  
   16087     16+ years       Yes      No      .956    No  
   16104   12-15 years       Yes      No    5.7495   Yes  
   16122   12-15 years       Yes      No    13.383    No  
   16125   12-15 years        No      No    15.997    No  
   16127   12-15 years        No      No    34.809    No  
   16130   12-15 years        No      No    34.809    No  
   16134    < 12 years        No      No      9.93    No  
